0	-0.995678	-0.206857	
1	-0.994186	-0.277195	
2	-0.995520	-0.341687	
3	-0.996245	-0.391876	
4	-0.993121	-0.432647	
5	-0.994752	-0.464048	
6	-0.995980	-0.486605	
7	-0.994225	-0.493812	
8	-0.995367	-0.486785	
9	-0.993501	-0.468082	
10	-0.994681	-0.438857	
11	-0.992738	-0.397147	
12	-0.996248	-0.347385	
13	-0.995705	-0.288058	
14	-0.994491	-0.219142	
15	-0.995218	-0.150502	
16	-0.995409	-0.080588	
17	-0.993999	-0.004188	
18	-0.994072	0.075318	
19	-0.994148	0.149335	
20	-0.993996	0.226421	
21	-0.993910	0.290570	
22	-0.996246	0.349734	
23	-0.993882	0.400965	
24	-0.995674	0.445288	
25	-0.995562	0.477603	
26	-0.994986	0.499510	
27	-0.991684	0.509286	
28	-0.779333	0.507194	
29	-0.008245	0.490301	
30	0.724336	0.459750	
31	0.919471	0.421824	
32	0.959736	0.370762	
33	0.976282	0.313536	
34	0.985133	0.249894	
35	0.983277	0.176482	
36	0.983539	0.093952	
37	0.987346	0.016177	
38	0.988998	-0.058365	
39	0.989304	-0.135975	
40	0.990226	-0.209367	
41	0.991667	-0.278670	
42	0.992971	-0.341237	
43	0.993311	-0.393572	
44	0.993917	-0.435484	
45	0.992398	-0.465115	
46	0.994654	-0.484163	
47	0.994304	-0.492689	
48	0.995301	-0.490042	
49	0.991870	-0.470384	
50	0.992534	-0.439518	
51	0.995139	-0.402226	
52	0.993393	-0.352142	
53	0.992812	-0.291092	
54	0.993691	-0.225183	
55	0.992355	-0.156994	
56	0.993196	-0.077315	
57	0.992927	0.006676	
58	0.993462	0.088849	
59	0.993347	0.155373	
60	0.993237	0.223181	
61	0.995939	0.291779	
62	0.992773	0.352337	
63	0.995335	0.403539	
64	0.994076	0.447336	
65	0.992362	0.480816	
66	0.991218	0.501400	
67	0.989343	0.509275	
68	0.990024	0.505297	
69	0.990856	0.486542	
70	0.993384	0.454017	
71	0.991518	0.413796	
72	0.991290	0.362289	
73	0.993915	0.303674	
74	0.993038	0.239226	
75	0.990371	0.166328	
76	0.991249	0.089620	
77	0.993001	0.013868	
78	0.990297	-0.060770	
79	0.994073	-0.134137	
80	0.993164	-0.204626	
81	0.991409	-0.271666	
82	0.990902	-0.335637	
83	0.992582	-0.388755	
84	0.991830	-0.431287	
85	0.990607	-0.463652	
86	0.990713	-0.483577	
87	0.991042	-0.492344	
88	0.995597	-0.488299	
89	0.991836	-0.472131	
90	0.992545	-0.440926	
91	0.992129	-0.402971	
92	0.991401	-0.356532	
93	0.992432	-0.297662	
94	0.993347	-0.230872	
95	0.992011	-0.157069	
96	0.994644	-0.080156	
97	0.992203	0.000783	
98	0.994568	0.081526	
99	0.993080	0.157639	
100	0.993385	0.229251	
101	0.994037	0.296939	
102	0.991478	0.355894	
103	0.991786	0.407590	
104	0.993201	0.446568	
105	0.993615	0.479849	
106	0.995817	0.501518	
107	0.991395	0.511145	
108	0.993590	0.508319	
109	0.995602	0.488524	
110	0.994296	0.461012	
111	0.994560	0.420739	
112	0.992165	0.368612	
113	0.993650	0.309896	
114	0.994147	0.246259	
115	0.995826	0.171578	
116	0.993273	0.095602	
117	0.994455	0.022161	
118	0.992434	-0.053067	
119	0.991936	-0.128728	
120	0.993308	-0.200517	
121	0.991517	-0.269173	
122	0.992661	-0.331581	
123	0.991709	-0.385708	
124	0.993921	-0.432140	
125	0.994010	-0.462722	
126	0.996553	-0.482900	
127	0.994367	-0.491216	
128	0.992966	-0.489424	
129	0.992049	-0.472663	
130	0.994529	-0.441383	
131	0.992775	-0.398267	
132	0.994644	-0.350525	
133	0.993082	-0.286608	
134	0.993155	-0.218989	
135	0.994414	-0.145998	
136	0.995675	-0.069832	
137	0.994722	0.008089	
138	0.994063	0.084320	
139	0.991935	0.160560	
140	0.993807	0.237473	
141	0.993654	0.302947	
142	0.994270	0.357499	
143	0.995598	0.406024	
144	0.994191	0.446410	
145	0.992475	0.479713	
146	0.992012	0.500801	
147	0.992355	0.510606	
148	0.993311	0.505663	
149	0.991326	0.485454	
150	0.993116	0.453123	
151	0.992585	0.413120	
152	0.992015	0.357857	
153	0.994483	0.297104	
154	0.995404	0.233633	
155	0.992696	0.158788	
156	0.992622	0.083869	
157	0.992430	0.009870	
158	0.992014	-0.062985	
159	0.993621	-0.137021	
160	0.995139	-0.208098	
161	0.994114	-0.276136	
162	0.993576	-0.341035	
163	0.993920	-0.389168	
164	0.993276	-0.432997	
165	0.991976	-0.464965	
166	0.992850	-0.485408	
167	0.992425	-0.495016	
168	0.996246	-0.488695	
169	0.992442	-0.467901	
170	0.993500	-0.441560	
171	0.992888	-0.403921	
172	0.996362	-0.355152	
173	0.991092	-0.291219	
174	0.993424	-0.224524	
175	0.992050	-0.154179	
176	0.992851	-0.082435	
177	0.993842	-0.006240	
178	0.994339	0.071653	
179	0.995483	0.147805	
180	0.994149	0.222762	
181	0.994911	0.293025	
182	0.994191	0.349095	
183	0.992699	0.400896	
184	0.993922	0.448617	
185	0.994109	0.480115	
186	0.994796	0.501475	
187	0.993653	0.510556	
188	0.995407	0.507348	
189	0.992545	0.490379	
190	0.995069	0.461230	
191	0.995022	0.419657	
192	0.991748	0.369383	
193	0.993726	0.310022	
194	0.992658	0.249526	
195	0.994987	0.178966	
196	0.992931	0.097689	
197	0.993952	0.017469	
198	0.994115	-0.059636	
199	0.991822	-0.132792	
200	0.993924	-0.205267	
201	0.994798	-0.271859	
202	0.993536	-0.332731	
203	0.991249	-0.386795	
204	0.993919	-0.427951	
205	0.994074	-0.461315	
206	0.994342	-0.483339	
207	0.995174	-0.491207	
208	0.991638	-0.489584	
209	0.991708	-0.474093	
210	0.991210	-0.446349	
211	0.992890	-0.406679	
212	0.991631	-0.356745	
213	0.992151	-0.296861	
214	0.995942	-0.229993	
215	0.990715	-0.158510	
216	0.993657	-0.081953	
217	0.992243	-0.005669	
218	0.991888	0.074684	
219	0.988577	0.149355	
220	0.991178	0.219526	
221	0.991452	0.294011	
222	0.993852	0.352708	
223	0.994833	0.405008	
224	0.993318	0.446884	
225	0.990910	0.482071	
226	0.991251	0.502396	
227	0.988960	0.510546	
228	0.787786	0.506208	
229	-0.038389	0.488314	
230	-0.774173	0.456341	
231	-0.927366	0.415805	
232	-0.961636	0.363984	
233	-0.985234	0.305785	
234	-0.991081	0.241276	
235	-0.980553	0.168882	
236	-0.985092	0.097951	
237	-0.989607	0.018516	
238	-0.990834	-0.057176	
